,name,position,club,division,based,nation,age,preferredfoot,preferredfootsimple,bestpos,bestpossimple,bestrole,value,wage,ca,pa,1v1,cor,cro,dri,fin,fir,fre,hea,lon,lth,mar,pas,pen,tck,tec,agg,ant,bra,cmp,cnt,dec,det,fla,ldr,otb,pos,tea,vis,wor,acc,aer,agi,bal,height,jum,nat,pac,sta,str,weight,cmd,com,ecc,han,kic,pun,ref,thr,tro
1840,Alexandre Jankewitz,"DM, M/AM (C)",Southampton,English Premier Division,England (Premier Division),SUI,17,Right,Right,M (C),M,CM,200000,1000,84,146,4,9,6,9,8,10,7,8,8,9,10,10,9,10,10,4,10,9,9,10,8,12,7,7,7,8,8,11,8,12,1,11,10,180,10,14,12,7,10,70,1,3,1,2,1,2,3,3,3
1844,AndrÃ©-Franck Zambo Anguissa,"DM, M (C)",Fulham,English Premier Division,England (Premier Division),CMR,23,Right,Right,DM,DM,VOL,14250000,67000,139,146,3,12,9,13,8,11,12,13,8,10,14,13,10,15,13,14,14,16,12,13,12,13,15,10,13,14,16,10,16,14,1,12,14,184,14,15,15,17,16,78,3,2,2,1,2,3,1,3,1
1845,Andy Carroll,ST (C),Newcastle,English Premier Division,England (Premier Division),ENG,30,Left,Left,ST (C),ST,TM,10000000,20000,128,146,2,4,10,10,14,13,7,19,11,6,8,12,13,9,12,18,13,18,13,13,11,14,10,10,13,9,15,10,15,9,2,9,15,193,18,10,10,12,18,79,1,2,3,1,3,2,3,2,4
1855,Carlos Vinicius,ST (C),Tottenham,English Premier Division,England (Premier Division),BRA,24,Left,Left,ST (C),ST,CF,14250000,7500,139,146,3,8,10,13,16,13,12,15,10,4,6,10,14,8,14,13,13,13,15,12,13,14,11,8,14,8,13,12,12,12,3,12,15,192,14,14,13,14,17,86,3,1,2,2,2,1,1,3,3
1856,Carney Chukwuemeka,M/AM (C),Aston Villa,English Premier Division,England (Premier Division),ENG,15,Right,Right,M (C),M,MEZ,14250,120,65,146,1,5,2,7,7,13,5,3,5,3,4,13,2,4,11,12,9,5,4,2,11,14,12,8,10,7,7,5,11,13,2,13,6,156,1,4,13,8,1,55,1,2,2,3,2,1,3,1,3
1863,Davy PrÃ¶pper,M/AM (C),Brighton,English Premier Division,England (Premier Division),NED,27,Right,Right,M (C),M,DLP,23000000,53000,139,146,3,11,11,12,10,15,12,11,12,5,8,16,9,11,15,13,14,13,13,16,15,14,14,12,14,13,15,14,15,12,1,12,13,185,11,13,13,15,11,72,1,1,2,3,2,2,1,4,1
1890,JÃ³hann Berg GuÃ°mundsson,M/AM (RL),Burnley,English Premier Division,England (Premier Division),ISL,28,Left,Left,M (R),M,IW,27500000,35000,132,146,2,12,14,13,11,12,14,10,13,5,7,13,14,7,12,12,13,10,14,11,11,14,13,5,12,11,15,14,15,13,2,13,13,178,13,15,14,15,12,79,2,1,3,1,2,1,2,1,3
1891,James McCarthy,"DM, M (C)",Crystal Palace,English Premier Division,England (Premier Division),IRL,28,Right,Right,M (C),M,CM,16250000,50000,130,146,3,8,9,9,9,11,5,13,9,4,15,13,8,18,10,16,14,16,12,13,15,14,6,10,8,15,16,10,15,9,1,12,14,180,10,14,11,12,14,72,2,3,4,2,2,3,2,1,3
1894,Jean-Philippe Gbamin,"D (C), DM, M (C)",Everton,English Premier Division,England (Premier Division),CIV,23,Right,Right,DM,DM,BWM,24000000,75000,140,146,3,6,10,12,8,11,6,12,11,14,13,13,7,17,11,16,11,17,13,13,12,16,7,11,9,12,14,10,16,13,2,12,15,186,14,18,15,17,16,83,3,1,1,3,1,3,1,1,3
1919,Luka Milivojevic,"DM, M (C)",Crystal Palace,English Premier Division,England (Premier Division),SRB,28,Right,Right,DM,DM,BWM,28500000,80000,140,146,2,9,11,9,12,12,14,14,15,7,14,9,17,15,13,15,14,16,14,14,13,16,9,15,11,14,17,14,16,11,2,12,16,184,13,17,12,17,14,75,2,1,3,3,4,3,2,1,2
1928,Michael Keane,D (C),Everton,English Premier Division,England (Premier Division),ENG,26,Right,Right,D (C),D,CD,19750000,70000,137,146,1,5,8,8,8,12,5,16,5,12,14,12,5,16,13,11,14,13,11,12,14,17,8,12,10,14,15,10,13,11,1,9,13,186,16,14,13,13,14,83,2,3,1,2,1,2,3,2,4
1939,Mohammed Salisu,D (C),Southampton,English Premier Division,England (Premier Division),GHA,20,Left,Left,D (C),D,CD,3600000,14750,115,146,3,6,2,2,8,10,4,14,5,3,14,10,6,14,9,16,11,11,9,9,14,20,1,6,6,14,6,8,10,9,3,11,5,191,13,15,10,14,13,86,2,1,3,1,3,4,3,1,3
1951,Robin Koch,"D (C), DM, M (C)",Leeds,English Premier Division,England (Premier Division),GER,22,Right,Right,D (C),D,CD,19000000,55000,136,146,1,4,6,7,6,11,5,15,8,10,14,12,7,14,11,7,15,12,11,14,13,13,5,9,8,14,17,10,11,11,2,10,12,190,17,13,14,13,15,82,1,3,1,1,2,1,1,2,2
1956,Ryan Bertrand,D/WB (L),Southampton,English Premier Division,England (Premier Division),ENG,29,Left,Left,D (L),D,WB,19500000,70000,138,146,1,11,13,13,10,11,13,12,4,8,14,12,10,14,14,11,13,14,13,13,15,16,10,10,10,14,12,11,15,14,3,13,11,179,8,16,14,16,12,76,2,2,3,2,1,2,3,3,3
1967,Sergio Romero,GK,Man Utd,English Premier Division,England (Premier Division),ARG,32,Right Only,Right,GK,GK,SK,15500000,70000,138,146,16,7,3,2,2,9,10,5,2,2,1,8,3,7,9,10,11,15,12,12,11,10,8,12,1,14,12,12,8,11,15,15,16,192,16,10,14,10,17,88,12,14,13,12,16,14,15,12,14
1985,Zack Steffen,GK,Man City,English Premier Division,England (Premier Division),USA,24,Right,Right,GK,GK,SK,15000000,50000,135,146,16,5,2,3,1,9,7,2,1,1,3,10,3,1,10,8,12,11,11,12,12,16,1,10,3,12,12,11,12,12,14,14,14,191,15,12,10,11,15,86,15,13,7,12,13,13,16,12,12
1988,Leo Castledine,M/AM (C),Chelsea,English Premier Division,England (Premier Division),ENG,14,Right,Right,M (C),M,MEZ,0,120,50,146,3,3,5,10,5,11,1,5,5,4,6,11,4,2,11,9,7,7,5,6,7,16,12,10,8,7,7,9,11,11,3,10,7,181,7,10,10,7,6,64,3,1,2,3,2,3,2,1,3
1990,Aaron Cresswell,"D (LC), WB (L)",West Ham,English Premier Division,England (Premier Division),ENG,29,Left Only,Left,D (L),D,FB,13500000,50000,131,145,2,14,15,13,8,13,14,11,14,11,13,12,13,12,13,8,14,13,14,13,12,13,12,9,10,12,18,9,17,14,4,12,13,170,9,15,14,15,10,66,1,3,2,3,3,2,1,1,1
1995,AdriÃ¡n,"AM (RL), ST (C)",Osasuna,English Premier Division,England (Premier Division),ESP,31,Right,Right,ST (C),ST,AF,3600000,10250,130,145,2,10,10,15,13,15,7,12,10,5,5,12,14,5,15,12,11,8,15,11,13,14,15,7,15,7,9,13,7,12,4,14,13,183,12,8,13,12,11,73,1,2,3,2,1,1,3,3,1
2028,Antonee Robinson,D/WB (L),Fulham,English Premier Division,England (Premier Division),USA,21,Left,Left,D (L),D,WB,6500000,15250,121,145,3,3,12,11,7,11,7,9,7,4,11,12,8,12,13,13,11,13,11,11,9,13,11,9,13,13,13,13,15,16,2,13,13,183,11,14,16,15,11,70,1,1,1,2,1,3,3,1,2
2041,Ben Davies,D/WB (L),Tottenham,English Premier Division,England (Premier Division),WAL,26,Left,Left,D (L),D,WB,21500000,90000,140,145,3,11,12,12,8,13,13,14,7,11,13,14,10,15,13,13,14,18,13,11,14,15,9,6,14,14,15,13,16,13,1,13,13,182,12,14,12,16,14,76,1,3,1,1,3,3,2,1,2
2042,Ben Osborn,"M (LC), AM (L)",Sheff Utd,English Premier Division,England (Premier Division),ENG,24,Left,Left,M (L),M,DW,8250000,10000,122,145,2,13,14,12,9,12,10,8,12,7,11,14,9,12,13,8,12,13,12,10,12,13,12,12,11,12,12,13,14,12,1,11,12,176,8,12,13,14,10,75,3,2,1,2,2,3,1,2,2
2045,BjÃ¶rn Engels,D (C),Aston Villa,English Premier Division,England (Premier Division),BEL,24,Right,Right,D (C),D,BPD,12750000,35000,129,145,3,8,8,8,8,12,9,15,10,12,14,13,9,14,12,13,12,14,14,14,11,12,10,12,7,13,14,12,12,11,3,11,15,194,16,12,11,14,15,83,2,3,2,3,1,1,1,2,3
2066,Christian Fuchs,D (LC),Leicester,English Premier Division,England (Premier Division),AUT,33,Left,Left,D (L),D,FB,3900000,45000,130,145,3,13,16,11,8,12,12,14,14,18,13,14,12,13,12,14,13,11,14,15,14,13,11,14,13,12,16,13,15,10,3,10,13,187,12,15,11,15,14,89,3,3,1,2,2,1,1,1,2
2070,Claudio Gomes,DM,Man City,English Premier Division,England (Premier Division),FRA,18,Right,Right,DM,DM,BWM,575000,20000,95,145,1,5,10,10,5,12,5,8,8,6,9,12,9,13,13,15,10,14,11,12,10,11,10,11,8,9,13,10,14,12,3,14,14,180,8,15,13,10,9,71,3,2,3,1,2,1,1,1,1
2073,Conor Coady,"D (C), DM, M (C)",Wolves,English Premier Division,England (Premier Division),ENG,26,Right,Right,D (C),D,BPD,20500000,50000,138,145,3,5,7,11,9,13,7,13,9,8,13,15,10,14,15,15,15,16,15,15,12,17,6,17,12,14,14,15,16,13,2,13,14,186,13,15,12,14,13,80,3,3,2,3,3,2,2,4,1
2077,Daniel Amartey,"D (RC), DM, M (C)",Leicester,English Premier Division,England (Premier Division),GHA,24,Right,Right,D (R),D,FB,10000000,55000,126,145,1,6,12,11,6,12,8,14,10,8,14,12,9,13,12,15,13,15,12,13,13,16,5,8,11,13,14,8,15,11,1,12,13,186,13,10,12,14,14,79,4,2,2,1,2,3,3,1,3
2081,Daniel Podence,AM (RL),Wolves,English Premier Division,England (Premier Division),POR,23,Right,Right,AM (R),AM,W,20000000,50000,130,145,3,12,13,17,8,16,10,4,8,4,6,13,10,5,17,13,11,13,9,9,9,15,17,6,14,6,8,14,13,16,1,17,16,165,3,14,14,14,5,62,2,1,1,3,2,2,2,2,2
2086,Danny Ward,GK,Leicester,English Premier Division,England (Premier Division),WAL,26,Right,Right,GK,GK,SK,10750000,20000,129,145,11,11,3,1,1,10,13,2,3,3,1,11,3,1,10,12,13,13,13,13,12,14,1,13,3,12,12,11,11,12,13,12,12,193,12,13,11,12,13,88,14,13,6,14,12,9,13,12,13
2114,Emiliano MartÃ­nez,GK,Aston Villa,English Premier Division,England (Premier Division),ARG,26,Right,Right,GK,GK,SK,18750000,52000,140,145,14,5,1,1,2,10,9,6,3,2,3,13,3,2,10,7,13,13,12,14,11,13,1,7,3,13,11,5,11,10,15,16,13,193,15,13,10,12,13,85,14,10,10,14,15,8,17,11,11
2137,Folarin Balogun,"AM (R), ST (C)",Arsenal,English Premier Division,England (Premier Division),ENG,17,Right,Right,ST (C),ST,AF,3400000,2000,118,145,2,5,9,13,14,12,7,9,8,2,2,9,11,4,12,10,10,10,12,9,10,12,13,3,14,2,13,9,13,16,1,15,12,178,10,12,15,12,10,70,2,1,2,3,2,3,3,3,3
2154,HÃ©lder Costa,AM (RL),Leeds,English Premier Division,England (Premier Division),POR,25,Left,Left,AM (L),AM,W,18000000,35000,133,145,3,12,13,16,12,14,11,6,11,2,4,12,13,4,15,9,13,10,13,10,12,13,16,7,14,5,10,13,12,16,2,15,11,179,7,12,16,12,8,77,1,1,2,3,1,3,3,2,4
2158,Harrison Reed,"DM, M (RC)",Fulham,English Premier Division,England (Premier Division),ENG,24,Right,Right,M (C),M,BBM,12000000,26500,127,145,1,12,12,11,8,12,12,12,10,8,11,14,8,13,11,14,12,13,11,12,11,15,9,8,14,14,17,13,17,14,3,14,14,176,6,13,13,14,11,68,4,1,2,4,1,1,2,2,3
2167,Jack O'Connell,D (C),Sheff Utd,English Premier Division,England (Premier Division),ENG,25,Left,Left,D (C),D,BPD,18000000,10000,135,145,1,6,11,12,7,10,6,15,6,6,14,13,7,15,12,13,14,16,14,13,13,15,8,14,13,13,14,13,15,13,3,12,12,191,14,12,12,14,14,85,1,2,2,1,3,1,3,1,2
2172,Jan Bednarek,D (C),Southampton,English Premier Division,England (Premier Division),POL,23,Right,Right,D (C),D,BPD,17000000,20000,134,145,4,2,7,9,7,11,3,14,5,5,14,12,5,14,13,12,14,17,13,14,13,13,8,13,5,14,14,9,15,13,2,12,13,189,14,14,13,14,14,77,2,3,2,1,1,1,3,1,3
2174,Jannik Vestergaard,D (C),Southampton,English Premier Division,England (Premier Division),DEN,26,Right,Right,D (C),D,CD,12000000,60000,128,145,2,5,6,8,7,9,12,15,11,14,15,11,7,15,10,10,13,16,15,12,12,14,6,14,5,13,16,9,14,8,3,7,13,197,19,13,8,12,18,96,3,3,3,3,3,3,1,4,1
2192,John Ruddy,GK,Wolves,English Premier Division,England (Premier Division),ENG,32,Right Only,Right,GK,GK,SK,6750000,35000,127,145,15,2,3,3,1,9,6,1,2,3,2,10,4,3,10,6,13,14,13,13,12,17,3,2,6,12,13,9,6,7,15,13,13,194,15,12,9,13,16,97,14,15,7,14,14,9,15,10,15
2198,Jonjo Shelvey,"DM, M (C)",Newcastle,English Premier Division,England (Premier Division),ENG,27,Right,Right,M (C),M,DLP,16250000,70000,132,145,1,12,13,13,11,12,14,8,14,6,9,17,15,10,15,15,13,15,13,12,13,11,13,14,13,10,13,18,11,10,1,9,12,185,11,13,10,14,14,83,1,1,2,1,2,1,2,2,4
2220,Karlan Grant,"AM (L), ST (C)",West Brom,English Premier Division,England (Premier Division),ENG,21,Right,Right,ST (C),ST,AF,15000000,43500,130,145,2,11,11,14,15,13,12,11,12,5,5,10,13,8,12,11,12,6,11,11,10,8,12,6,12,5,10,11,12,17,1,15,12,183,11,13,15,13,11,79,3,3,1,1,2,1,1,1,4
2268,Marek RodÃ¡k,GK,Fulham,English Premier Division,England (Premier Division),SVK,22,Right Only,Right,GK,GK,G,7750000,3000,127,145,14,3,1,1,1,10,6,1,2,1,2,12,3,1,10,11,12,13,11,11,12,13,1,7,1,14,12,5,13,8,14,15,14,195,15,14,8,9,12,85,13,13,8,15,12,17,15,13,13
2282,Matty Cash,D/WB/M/AM (R),Aston Villa,English Premier Division,England (Premier Division),ENG,21,Right,Right,M (R),M,IW,10500000,43000,125,145,1,10,12,14,10,14,10,12,12,8,9,14,8,9,13,8,13,11,12,12,11,15,11,9,13,10,11,11,13,11,2,10,13,185,11,12,13,14,10,79,3,1,2,2,1,4,1,1,3
2288,Mbaye Diagne,ST (C),West Brom,English Premier Division,England (Premier Division),SEN,27,Right,Right,ST (C),ST,CF,6500000,45000,130,145,3,7,9,13,15,12,14,15,14,6,5,10,16,5,10,14,11,12,16,4,10,12,14,2,12,6,6,12,7,13,1,14,15,193,17,14,14,13,16,86,2,1,3,2,1,1,1,3,1
2303,Neal Maupay,ST (C),Brighton,English Premier Division,England (Premier Division),FRA,22,Right,Right,ST (C),ST,PF,17000000,32000,132,145,2,6,11,13,15,14,7,12,12,5,6,13,13,8,14,17,14,17,13,13,12,15,14,10,15,7,14,13,16,14,2,14,15,171,8,15,13,14,14,69,3,1,2,3,2,3,1,3,2
2316,Okay Yokuslu,"DM, M (C)",West Brom,English Premier Division,England (Premier Division),TUR,25,Right,Right,DM,DM,DLP,10750000,30000,136,145,3,8,10,11,11,14,12,16,12,5,13,14,13,14,12,12,15,14,14,12,12,12,13,13,12,13,14,13,14,10,1,10,15,191,16,12,12,15,18,85,1,3,2,3,2,2,3,3,2
2318,Ollie Watkins,"AM (RLC), ST (C)",Aston Villa,English Premier Division,England (Premier Division),ENG,23,Right,Right,AM (L),AM,IW,17000000,60000,138,145,3,8,12,13,15,13,7,12,12,5,6,12,10,6,13,8,13,11,13,10,12,14,14,8,14,5,12,12,12,14,1,14,13,180,11,14,14,14,13,70,2,3,2,1,1,1,3,3,2
2320,Oriol Romeu,"DM, M (C)",Southampton,English Premier Division,England (Premier Division),ESP,27,Right,Right,M (C),M,CM,15250000,65000,131,145,3,7,8,9,9,12,6,12,9,10,14,13,8,15,14,15,16,16,16,15,15,12,6,13,7,16,18,14,16,7,2,10,13,182,12,14,7,15,16,79,1,3,1,2,2,2,3,2,1
2353,Robbie Brady,D/WB/M/AM (L),Burnley,English Premier Division,England (Premier Division),IRL,27,Left,Left,M (L),M,DW,20500000,35000,126,145,1,11,13,11,12,11,13,7,11,6,10,12,13,11,12,14,12,13,12,12,11,16,12,9,13,12,14,11,16,13,2,12,13,176,8,13,12,14,12,65,1,2,3,2,2,1,2,3,3
2393,Terence Kongolo,D (LC),Fulham,English Premier Division,England (Premier Division),NED,25,Left,Left,D (C),D,CD,10000000,38500,125,145,1,7,11,9,6,11,7,14,8,13,13,11,8,14,11,14,12,11,12,11,11,14,7,8,8,14,13,7,14,14,4,14,14,188,14,14,14,14,13,70,4,1,2,3,3,1,4,2,3
2406,Tomas Soucek,"DM, M (C)",West Ham,English Premier Division,England (Premier Division),CZE,24,Right,Right,DM,DM,HB,24000000,58000,140,145,3,2,8,9,15,12,2,17,12,2,15,12,16,14,11,15,14,15,13,13,16,16,5,12,15,15,14,7,15,13,2,8,16,192,17,16,12,16,16,86,3,3,3,1,3,4,2,4,2
2440,Billy Gilmour,M/AM (C),Chelsea,English Premier Division,England (Premier Division),SCO,18,Right,Right,M (C),M,DLP,0,7500,105,145,2,11,9,9,9,15,13,10,10,10,6,14,15,6,15,7,14,8,14,12,11,15,8,10,7,8,10,16,12,11,3,12,6,166,5,13,10,8,6,65,4,3,2,1,1,1,2,3,2
2442,Adam Webster,D (C),Brighton,English Premier Division,England (Premier Division),ENG,24,Either,Either,D (C),D,BPD,15250000,35000,129,144,1,3,5,11,5,12,5,14,5,5,13,13,7,14,12,12,13,14,13,12,13,14,5,12,3,13,12,12,13,13,3,10,10,190,13,13,15,14,13,77,3,3,1,2,3,1,1,2,3
2457,Andros Townsend,"M (R), AM (RL)",Crystal Palace,English Premier Division,England (Premier Division),ENG,27,Either,Either,AM (R),AM,IW,23000000,55000,134,144,3,11,12,15,9,11,11,7,14,5,5,10,6,6,13,8,8,10,9,12,11,13,14,10,11,9,11,10,15,15,2,13,13,178,8,15,16,15,11,75,3,3,2,3,4,2,1,1,2
2470,Charlie Taylor,D/WB/M (L),Burnley,English Premier Division,England (Premier Division),ENG,25,Left Only,Left,D (L),D,FB,12750000,35000,130,144,3,12,15,12,9,14,11,11,9,10,12,12,5,16,13,10,12,13,11,13,13,14,11,8,13,13,14,7,14,14,1,13,13,181,11,17,13,15,12,70,3,4,2,1,1,2,1,2,1
2511,Jake Livermore,"D (C), DM, M (C)",West Brom,English Premier Division,England (Premier Division),ENG,29,Right,Right,M (C),M,BBM,10500000,25000,125,144,2,9,9,12,9,13,7,12,10,5,12,13,6,12,11,13,13,12,12,12,12,13,11,9,13,13,15,12,16,12,3,11,14,180,12,15,12,16,14,73,2,3,3,2,1,3,1,2,2
2541,Luke Shaw,D/WB (L),Man Utd,English Premier Division,England (Premier Division),ENG,23,Left Only,Left,D (L),D,FB,21500000,150000,138,144,3,12,11,13,8,13,8,12,6,13,14,13,7,15,14,12,14,12,12,14,13,12,10,7,13,14,16,7,13,14,2,15,15,186,13,8,15,14,15,75,3,3,1,1,2,2,2,2,1
2554,Mathew Ryan,GK,Arsenal,English Premier Division,England (Premier Division),AUS,27,Right,Right,GK,GK,SK,13500000,38000,131,144,12,9,2,2,1,11,11,8,1,12,1,13,3,3,12,13,13,15,14,12,12,16,8,14,2,17,10,11,12,11,9,14,10,184,11,14,11,15,10,84,11,10,13,15,15,12,15,12,14
2592,Scott Dann,D (C),Crystal Palace,English Premier Division,England (Premier Division),ENG,32,Right,Right,D (C),D,BPD,7750000,60000,129,144,2,6,7,11,6,13,7,16,4,5,12,14,5,14,13,14,10,12,12,13,15,12,5,15,11,12,15,11,14,10,1,11,14,195,16,14,10,14,14,79,3,1,3,1,2,3,3,1,1
2595,Serge Aurier,D/WB (R),Tottenham,English Premier Division,England (Premier Division),CIV,26,Right,Right,D (R),D,WB,17000000,70000,140,144,3,7,12,13,10,15,7,14,9,9,13,13,6,15,12,15,13,15,14,12,12,15,11,10,16,13,15,10,16,15,3,13,14,174,9,15,14,16,14,74,3,2,2,1,2,2,3,4,3
2606,Tommy Doyle,"DM, M (C)",Man City,English Premier Division,England (Premier Division),ENG,17,Right Only,Right,M (C),M,DLP,275000,5000,90,144,2,14,12,10,11,12,13,10,12,3,8,13,13,8,13,13,9,13,13,6,12,16,8,14,10,7,13,13,15,13,1,9,9,169,7,8,13,10,6,61,2,2,1,1,2,3,2,3,1
2641,Ben Mee,D (LC),Burnley,English Premier Division,England (Premier Division),ENG,29,Left Only,Left,D (C),D,NCB,22500000,55000,132,143,1,6,8,8,6,10,4,16,4,15,15,10,5,15,9,17,13,16,11,14,12,14,7,15,8,14,18,8,13,13,2,12,10,183,14,12,12,15,15,74,1,1,1,3,2,2,1,4,2
2655,Daniel Ogwuru,ST (C),Man City,English Premier Division,England (Premier Division),ENG,14,Right Only,Right,ST (C),ST,P,5000,120,60,143,1,3,7,14,13,13,6,14,4,6,4,3,6,1,9,8,13,7,9,3,10,13,14,6,14,2,6,5,7,12,2,10,7,183,10,11,7,6,10,70,3,2,3,1,1,1,2,2,3
2663,Dillon Hoogewerf,"AM (RLC), ST (C)",Man Utd,English Premier Division,England (Premier Division),NED,16,Either,Either,ST (C),ST,AF,100000,120,74,143,1,6,7,13,11,13,6,6,8,2,4,11,6,2,13,11,7,5,6,5,11,14,17,6,5,7,7,10,8,13,1,13,7,160,1,15,13,5,3,55,1,4,2,2,2,2,1,3,2
2674,Fabian SchÃ¤r,D (C),Newcastle,English Premier Division,England (Premier Division),SUI,27,Right,Right,D (C),D,BPD,18000000,40000,134,143,3,6,9,12,10,12,10,14,12,8,14,14,14,15,12,17,14,13,14,11,14,12,9,11,9,13,16,14,12,10,3,10,12,186,14,12,13,13,15,85,3,3,2,2,3,1,3,1,2
2698,Jack Cork,"DM, M (C)",Burnley,English Premier Division,England (Premier Division),ENG,29,Right,Right,M (C),M,BBM,23000000,38000,136,143,1,8,9,13,10,13,8,12,11,8,12,12,7,14,12,14,14,15,15,14,14,18,11,11,12,14,17,11,18,12,2,12,12,185,13,18,11,17,12,69,3,3,2,1,2,1,3,1,1
2705,Joelinton,"AM (C), ST (C)",Newcastle,English Premier Division,England (Premier Division),BRA,22,Right,Right,ST (C),ST,PF,15000000,80000,130,143,2,7,9,12,12,14,8,14,9,6,7,12,11,8,13,17,11,16,13,12,14,15,13,9,11,9,15,13,14,13,3,11,17,186,14,12,14,16,15,77,3,3,2,1,3,3,1,1,1
2719,Kamil Grosicki,AM (RL),West Brom,English Premier Division,England (Premier Division),POL,31,Right,Right,AM (L),AM,IW,14500000,25000,133,143,2,11,14,16,11,14,16,7,13,5,7,14,13,7,13,8,11,7,11,10,10,14,15,8,13,10,8,10,12,16,3,14,12,180,9,11,17,10,9,78,2,3,1,4,1,1,2,3,2
2720,Karl Jakob Hein,GK,Arsenal,English Premier Division,England (Premier Division),EST,17,Right,Right,GK,GK,G,22500,1000,68,143,7,5,2,1,1,3,8,1,3,1,1,12,1,1,1,10,10,12,7,7,13,8,3,2,2,7,7,6,6,11,15,8,7,189,11,6,11,4,11,82,10,8,4,10,12,12,9,10,8
2732,Lee Harkin,"AM (RL), ST (C)",Wolves,English Premier Division,England (Premier Division),NIR,16,Right,Right,AM (R),AM,W,22500,120,60,143,3,7,9,12,9,7,4,12,5,4,3,6,2,2,11,2,7,6,4,5,6,11,15,8,6,2,5,5,12,14,1,11,2,181,9,13,14,6,4,65,1,2,3,3,2,1,3,2,2
2776,SaÃ¯d Benrahma,AM (RL),West Ham,English Premier Division,England (Premier Division),ALG,23,Right,Right,AM (L),AM,IW,15000000,50000,130,143,1,10,13,15,13,14,13,8,11,6,5,13,12,5,15,10,11,11,13,11,11,14,18,6,14,6,9,13,13,14,3,15,12,172,7,14,14,14,9,67,2,2,1,3,3,4,2,1,1
2791,Tyrone Mings,D (LC),Aston Villa,English Premier Division,England (Premier Division),ENG,26,Left Only,Left,D (C),D,BPD,19500000,50000,135,143,2,9,12,12,6,9,5,15,9,12,13,14,2,15,13,15,13,16,15,12,12,16,13,15,9,14,13,12,14,14,1,12,13,196,15,14,14,13,15,78,2,1,3,2,2,2,3,4,1
2822,Anthony Knockaert,"M (R), AM (RC)",Fulham,English Premier Division,England (Premier Division),FRA,27,Left,Left,M (R),M,IW,14250000,38000,129,142,3,13,12,16,13,14,14,8,14,6,7,13,10,8,15,13,11,12,15,10,9,16,17,8,14,8,8,14,17,14,3,15,12,172,6,17,13,14,9,69,1,2,2,1,2,1,4,1,1
2829,Ayoze PÃ©rez,"M (R), AM (RC), ST (C)",Leicester,English Premier Division,England (Premier Division),ESP,25,Right,Right,AM (C),AM,AP,25000000,80000,141,142,4,7,12,15,14,15,9,11,9,4,5,13,11,10,14,6,14,10,12,12,13,13,15,10,15,8,16,13,17,12,3,14,13,178,8,15,13,16,9,72,3,3,3,3,1,1,2,3,2
2837,CÃ©dric,D/WB (R),Arsenal,English Premier Division,England (Premier Division),POR,27,Right,Right,D (R),D,WB,12750000,65000,130,142,3,9,10,12,7,13,8,6,8,10,12,12,12,14,13,14,13,14,11,13,13,14,12,11,12,14,14,11,13,15,2,14,15,172,6,14,15,15,7,66,3,3,2,3,3,1,2,3,1
2843,Chem Campbell,M/AM (C),Wolves,English Premier Division,England (Premier Division),WAL,16,Right,Right,M (C),M,MEZ,76000,120,73,142,1,6,6,11,8,7,6,6,12,5,7,9,2,8,12,7,6,5,12,4,13,8,14,4,5,6,7,13,12,13,1,13,7,183,11,12,12,9,5,67,1,3,3,3,1,1,2,3,2
2899,Jay Rodriguez,"M (RL), AM (RLC), ST (C)",Burnley,English Premier Division,England (Premier Division),ENG,29,Right,Right,AM (L),AM,IW,16000000,50000,132,142,3,3,8,13,14,13,6,13,13,2,10,12,13,10,13,13,12,13,13,11,13,14,14,7,14,8,14,13,14,13,1,12,11,186,13,15,14,13,13,70,2,3,2,4,1,3,2,2,3
2906,JoÃ«l Veltman,D (RC),Brighton,English Premier Division,England (Premier Division),NED,27,Right,Right,D (R),D,FB,20500000,45000,139,142,1,7,5,12,8,13,4,14,5,9,13,12,7,16,11,17,14,15,14,15,12,16,9,15,12,16,14,11,15,12,2,13,13,182,14,15,11,15,13,73,2,2,1,2,1,3,3,1,3
2939,Marc Albrighton,M/AM (RL),Leicester,English Premier Division,England (Premier Division),ENG,29,Right,Right,M (L),M,IW,20000000,70000,135,142,3,15,17,13,12,14,12,5,10,7,8,14,10,12,13,14,12,14,12,16,10,14,12,7,13,14,17,14,18,12,2,12,11,175,6,15,12,17,9,74,2,2,3,1,3,1,2,3,3
2945,Mark Noble,"DM, M (C)",West Ham,English Premier Division,England (Premier Division),ENG,32,Right,Right,M (C),M,DLP,9000000,50000,131,142,1,13,12,13,9,13,8,9,10,6,10,14,18,15,13,15,13,14,14,13,14,16,11,19,12,14,20,14,15,9,3,12,16,181,8,14,10,13,11,77,1,1,1,2,1,3,3,1,1
2963,Mo Besic,"DM, M (C)",Everton,English Premier Division,England (Premier Division),BIH,26,Right,Right,DM,DM,BWM,12750000,30000,128,142,2,6,6,9,8,12,8,11,10,7,15,13,10,15,15,18,13,16,12,12,12,18,12,13,10,12,13,11,16,14,2,13,13,177,8,13,15,16,12,80,3,1,3,3,2,3,1,3,3
2964,Morgan Gibbs-White,M/AM (C),Wolves,English Premier Division,England (Premier Division),ENG,19,Right,Right,M (C),M,AP,11000000,1500,125,142,1,13,12,14,11,14,8,8,9,1,3,15,10,9,15,9,13,9,14,10,13,13,16,8,13,5,11,16,12,15,1,14,13,171,9,11,14,12,9,70,1,3,3,1,1,1,1,2,2
